104.19.78.222,LAX,North America,Los Angeles,163 ms
172.66.147.208,LAX,North America,Los Angeles,163 ms
104.18.57.162,LAX,North America,Los Angeles,165 ms
172.66.156.166,LAX,North America,Los Angeles,165 ms
172.67.113.118,LAX,North America,Los Angeles,166 ms
